Language Code	Glottocode	Display Name	Endonym	Medium	Biggest Script	Ethnologue Vitality 2013	Ethnologue Vitality 2025	Eth Digital Support	Adjusted Populaiton	Population	Parent Language	Parent Glottocode	Recommendation	Recommendation Reason
xab	samb1307	Sambe			Latn	Nearly Extinct	4 Extinct	Still	0	6		hash1239	Yes, with caveat	Some sources report this as extinct, some as active
scv	shen1251	Sheni			Latn	Nearly Extinct	3 Endangered	Still	0	6		nort3210	Yes	
uur	urav1235	Ura (Vanuatu)			Latn	Nearly Extinct	4 Extinct	Still	0	6		erro1239	Yes, with caveat	Some sources report this as extinct, some as active
aqz	akun1241	Akuntsu			Latn	Moribund	3 Endangered	Still	0	5		akun1243	Yes	
adg	ande1247	Andegerebinha			Latn	Nearly Extinct	3 Endangered	Still	0	5		cent2403	Yes	
aox	ator1244	Atorada			Latn	Moribund	3 Endangered	Still	0	5		wapi1254	Yes	
fah	bais1242	Baissa Fali			Latn	Nearly Extinct	4 Extinct	Still	0	5		unun9910	Yes, with caveat	Some sources report this as extinct, some as active
rbp	bara1404	Barababaraba			Latn	Nearly Extinct	4 Extinct	Still	0	5		wemb1242	No	Extinct language
cah	cahu1268	Cahuarano			Latn	Nearly Extinct	4 Extinct	Still	0	5		cahu1267	Yes, with caveat	Some sources report this as extinct, some as active
ctc	chet1237	Chetco			Latn	Nearly Extinct	3 Endangered	Emerging	0	5		book1242	Yes, with caveat	Some sources report this as extinct, some as active
csa	chil1282	Chiltepec Chinantec			Latn	Nearly Extinct	3 Endangered	Emerging	0	5		tlac1238	Yes	
cuw	chuk1270	Chukwa				Moribund	3 Endangered	Still	0	5		kulu1253	Yes	
ngk	ngal1292	Dalabon			Latn	Nearly Extinct	3 Endangered	Still	0	5		gunw1250	Yes	
xda	hawk1239	Darkinyung			Latn	Nearly Extinct	3 Endangered	Still	0	5		sydn1235	Yes	
dyn	dyan1250	Dyangadi			Latn	Nearly Extinct	4 Extinct	Still	0	5		macl1239	Yes, with caveat	Some sources report this as extinct, some as active
fgr	fong1243	Fongoro			Latn	Nearly Extinct	3 Endangered	Emerging	0	5		mere1247	Yes	
ilg	gari1253	Garig-Ilgar			Latn	Extinct	4 Extinct	Still	0	5		cent2228	No	Extinct language
gta	guat1253	Guató			Latn	Nearly Extinct	3 Endangered	Still	0	5			Yes	
agk	isar1235	Isarog Agta			Latn	Nearly Extinct	3 Endangered	Still	0	5		inag1234	Yes	
ito	iton1250	Itonama			Latn	Nearly Extinct	3 Endangered	Still	0	5			Yes	
jua	juma1249	Júma			Latn	Nearly Extinct	4 Extinct	Emerging	0	5		nucl1845	Yes, with caveat	Some sources report this as extinct, some as active
kxo	kano1245	Kanoé			Latn	Nearly Extinct	3 Endangered	Still	0	5			Yes, with caveat	Some sources report this as extinct, some as active
xaw	kawa1283	Kawaiisu			Latn	Nearly Extinct	3 Endangered	Emerging	0	5		sout2968	Yes	
bme	lima1246	Limassa			Latn	Vigorous	3 Endangered	Still	0	5		baka1271	Yes	
muj	mabi1242	Mabire			Latn	Nearly Extinct	4 Extinct	Emerging	0	5		dang1275	Yes, with caveat	Some sources report this as extinct, some as active
mec	mara1385	Mara			Latn	Nearly Extinct	3 Endangered	Still	0	5		mara1414	Yes	
zmr	mara1386	Maranunggu			Latn	Nearly Extinct	3 Endangered	Still	0	5		waga1259	Yes	
xru	marr1256	Marriammu			Latn	Nearly Extinct	3 Endangered	Still	0	5		mari1420	Yes	
vma	mart1255	Martuyhunira			Latn	Moribund	4 Extinct	Still	0	5		cent2248	No	Extinct language
giu	gela1264	Mulao				Nearly Extinct	4 Extinct	Still	0	5		nort3188	Yes, with caveat	Some sources report this as extinct, some as active
ngh	nngg1234	N/u			Latn	Nearly Extinct	3 Endangered	Emerging	0	5		nuuu1241	Yes	
nae	naka1263	Naka'ela	bahasa Naka’ela		Latn	Extinct	4 Extinct	Still	0	5		ulat1237	No	Extinct language
gke	ndai1238	Ndai			Latn	Nearly Extinct	3 Endangered	Emerging	0	5		dama1266	Yes	
nef	nefa1235	Nefamese				Nearly Extinct	3 Endangered	Emerging	0	5		assa1271	Yes	
xni	ngar1297	Ngarigu			Latn	Nearly Extinct	4 Extinct	Still	0	5		sout2770	No	Extinct language
nha	nhan1238	Nhanda			Latn	Nearly Extinct	3 Endangered	Still	0	5		kart1249	Yes	
olk	olko1234	Olkol			Latn	Nearly Extinct	3 Endangered	Still	0	5		book1242	Yes, with caveat	Some sources report this as extinct, some as active
olr	olra1234	Olrat			Latn	Nearly Extinct	3 Endangered	Still	0	5		koro1308	Yes	
orw	orow1243	Oro Win			Latn	Nearly Extinct	3 Endangered	Still	0	5		wari1267	Yes	
pnv	pini1244	Pinigura			Latn	Nearly Extinct	3 Endangered	Still	0	5		kany1246	Yes	
spc	sape1238	Sapé			Latn	Nearly Extinct	3 Endangered	Still	0	5			Yes	
sdf	sarl1241	Sarli			Arab	Shifting	3 Endangered	Still	0	5		shab1251	Yes	
ser	serr1255	Serrano			Latn	Dormant	3 Endangered	Emerging	0	5		serr1254	Yes	
tub	tuba1278	Tübatulabal			Latn	Nearly Extinct	3 Endangered	Still	0	5		cali1246	Yes, with caveat	Some sources report this as extinct, some as active
tqm	turu1250	Turumsa			Latn	Nearly Extinct	3 Endangered	Still	0	5		doso1238	Yes	
vnk	vano1237	Vano			Latn	Nearly Extinct	3 Endangered	Still	0	5		utup1237	Yes	
wdj	wadj1254	Wadjiginy			Latn	Moribund	3 Endangered	Still	0	5			Yes	
weg	werg1234	Wergaia			Latn	Nearly Extinct	3 Endangered	Still	0	5		djad1246	Yes	
wor	wori1246	Woria			Latn	Nearly Extinct	3 Endangered	Still	0	5		geel1240	Yes	
wub	wuna1249	Wunambal			Latn	Nearly Extinct	3 Endangered	Still	0	5		nort2751	Yes	
yda	yand1251	Yanda			Latn	Nearly Extinct	4 Extinct	Still	0	5		guwa1241	No	Extinct language
ywr	yawu1244	Yawuru			Latn	Nearly Extinct	3 Endangered	Emerging	0	5		yawu1243	Yes	
yuu	yugh1240	Yugh				Nearly Extinct			0	5	yug	book1242	No	ISO considers this a duplicate of yug
zro	zapa1253	Záparo			Latn	Nearly Extinct	3 Endangered	Emerging	0	5		zapa1252	Yes	
amz	atam1239	Atampaya			Latn	Extinct	4 Extinct	Emerging	0	4		urad1238	No	Extinct language
bdn	bald1241	Baldemu			Latn	Nearly Extinct	4 Extinct	Emerging	0	4		maro1246	Yes, with caveat	Some sources report this as extinct, some as active
cyb	cayu1262	Cayubaba			Latn	Nearly Extinct	3 Endangered	Still	0	4			Yes, with caveat	Some sources report this as extinct, some as active
fat	fant1241	Fanti		Spoken & Written	Latn				0	4	aka	akan1250	Possibly	But probably want to use macrolanguage
inp	inap1242	Iñapari			Latn	Nearly Extinct	3 Endangered	Emerging	0	4		puru1265	Yes	
kzl	kaye1241	Kayeli			Latn	Dormant	3 Endangered	Still	0	4		nunu1252	Yes	
krk	kere1280	Kerek			Cyrl	Dormant	3 Endangered	Still	0	4		jkor1234	Yes, with caveat	Some sources report this as extinct, some as active
lgi	leng1260	Lengilu	bahasa Lengilu		Latn	Nearly Extinct	3 Endangered	Still	0	4		kela1257	Yes	
noj	nonu1241	Nonuya			Latn	Nearly Extinct	3 Endangered	Still	0	4		nonu1240	Yes	
oum	ouma1237	Ouma			Latn	Extinct	4 Extinct	Still	0	4		oumi1237	No	Extinct language
pwi	patw1250	Patwin				Nearly Extinct	3 Endangered	Emerging	0	4		wint1258	Yes, with caveat	Some sources report this as extinct, some as active
spi	sapo1254	Saponi	bahasa Saponi		Latn	Extinct	4 Extinct	Still	0	4		rasa1242	Yes, with caveat	Some sources report this as extinct, some as active
tnx	tane1237	Tanema			Latn	Nearly Extinct	3 Endangered	Still	0	4		utup1237	Yes	
ssf	thao1240	Thao	Thaw a lalawa		Latn	Nearly Extinct	3 Endangered	Emerging	0	4		west2572	Yes	
tbh	thur1254	Thurawal			Latn	Extinct	3 Endangered	Emerging	0	4		nort2761	Yes, with caveat	Some sources report this as extinct, some as active
cjh	uppe1439	Upper Chehalis			Latn	Dormant	3 Endangered	Still	0	4		inla1265	Yes, with caveat	Some sources report this as extinct, some as active
wyb	wang1291	Wangaaybuwan-Ngiyambaa			Latn	Nearly Extinct	4 Extinct	Emerging	0	4		wira1261	Yes, with caveat	Some sources report this as extinct, some as active
wbt	wanm1242	Wanman			Latn	Nearly Extinct	3 Endangered	Still	0	4		warn1245	Yes	
wrz	wara1290	Waray (Australia)			Latn	Extinct	4 Extinct	Ascending	0	4		warr1259	No	Extinct language
mlq	west2500	Western Maninkakan			Latn	Educational	2 Stable	Ascending	0	4	man	xaso1239	Possibly	But probably want to use macrolanguage
wro	worr1237	Worrorra			Latn	Nearly Extinct	3 Endangered	Still	0	4		west2435	Yes, with caveat	Some sources report this as extinct, some as active
apk	kiow1264	Apache			Latn	Nearly Extinct	3 Endangered	Emerging	0	3		apac1239	Yes	
bqd	bung1259	Bung			Latn	Nearly Extinct	4 Extinct	Emerging	0	3		konj1252	Yes, with caveat	Some sources report this as extinct, some as active
bxn	burd1238	Burduna			Latn	Nearly Extinct	4 Extinct	Still	0	3		thal1243	Yes, with caveat	Some sources report this as extinct, some as active
gdh	gadj1243	Gadjerawang			Latn	Nearly Extinct	3 Endangered	Still	0	3		miri1274	Yes	
nji	ngar1283	Gudanji			Latn	Nearly Extinct	4 Extinct	Still	0	3		guda1245	Yes, with caveat	Some sources report this as extinct, some as active
kyr	kuru1309	Kuruáya			Latn	Nearly Extinct	3 Endangered	Still	0	3		mund1329	Yes	
lgb	lagh1246	Laghu			Latn	Nearly Extinct	4 Extinct	Still	0	3		west2523	Yes, with caveat	Some sources report this as extinct, some as active
rsm	miri1273	Miriwoong Sign Language			Zxxx		3 Endangered	Still	0	3		deaf1237	Yes	
myr	muni1258	Muniche			Latn	Nearly Extinct	3 Endangered	Emerging	0	3			Yes	
scf	sanm1305	San Miguel Creole French			Latn	Nearly Extinct	4 Extinct	Emerging	0	3		sain1246	Yes, with caveat	Some sources report this as extinct, some as active
wao	wapp1239	Wappo				Nearly Extinct	3 Endangered	Still	0	3		yuki1242	Yes, with caveat	Some sources report this as extinct, some as active
wgy	warr1255	Warrgamay			Latn	Nearly Extinct	3 Endangered	Still	0	3		pama1250	Yes	
ywg	yinh1234	Yinhawangka			Latn	Nearly Extinct	3 Endangered	Still	0	3		pany1247	Yes	
ajn	anda1282	Andajin			Latn	Nearly Extinct	3 Endangered	Still	0	2		ngar1284	Yes	
ark	arik1265	Arikapú			Latn	Nearly Extinct	3 Endangered	Still	0	2		jabu1249	Yes	
atm	ataa1240	Ata			Latn	Nearly Extinct	3 Endangered	Emerging	0	2		unun9997	Yes	
poo	cent2138	Central Pomo			Latn	Nearly Extinct	3 Endangered	Emerging	0	2		nort2965	Yes, with caveat	Some sources report this as extinct, some as active
ccc	cham1318	Chamicuro			Latn	Nearly Extinct	3 Endangered	Emerging	0	2		cham1317	Yes	
giy	giyu1238	Giyug			Latn	Nearly Extinct	4 Extinct	Still	0	2		unat1236	Yes, with caveat	Some sources report this as extinct, some as active
lrz	leme1238	Lemerig			Latn	Nearly Extinct	3 Endangered	Still	0	2		leme1240	Yes	
mnd	sala1273	Mondé			Latn	Nearly Extinct	3 Endangered	Still	0	2		gavi1250	Yes	
pur	puru1264	Puruborá			Latn	Nearly Extinct	3 Endangered	Still	0	2		puru1268	Yes	
tgx	tagi1240	Tagish	Tāgizi		Latn	Nearly Extinct	3 Endangered	Emerging	0	2		tahl1238	Yes	
tit	tini1245	Tinigua			Latn	Nearly Extinct	3 Endangered	Still	0	2			Yes	
tqr	toro1251	Torona				Nearly Extinct	3 Endangered	Still	0	2		lumu1240	Yes, with caveat	Some sources report this as extinct, some as active
ure	uruu1244	Uru	chhiw lüsñchi chhun		Latn	Nearly Extinct	3 Endangered	Still	0	2		uruc1242	Yes	
wgu	wira1265	Wirangu			Latn	Nearly Extinct	3 Endangered	Still	0	2		thur1253	Yes, with caveat	Some sources report this as extinct, some as active
yxl	yard1234	Yardliyawarra			Latn	Nearly Extinct	4 Extinct	Still	0	2		yarl1236	No	Extinct language
lzh	lite1248	Literary Chinese	文言文	Mostly Written (also Spoken)	Hans		4 Extinct	Ascending	0	1	zho	clas1255	Probably not	Historical langauge
xeg	xegw1238	//Xegwi			Latn	Extinct	4 Extinct	Still	0	1		east2867	No	Extinct language
xam	xamm1241	/Xam	ǀXam		Latn	Extinct	4 Extinct	Still	0	1		kwii1241	No	Extinct language
apq	apuc1241	A-Pucikwar				Extinct	4 Extinct	Still	0	1		okol1242	Possibly	Different sources consider this living or extinct
ash	abis1238	Abishira			Latn	Extinct	4 Extinct	Still	0	1			No	Extinct language
acs	acro1239	Acroá			Latn	Extinct	4 Extinct	Still	0	1		jece1235	No	Extinct language
dth		Adithinngithigh			Latn	Extinct	4 Extinct	Still	0	1			No	Extinct language
afh	afri1275	Afrihili	Ɛl-Afrihili		Latn				0	1		arti1236	Possibly	Constructed language
avo	agav1236	Agavotaguerra			Latn	Extinct	4 Extinct	Still	0	1		araw1288	No	Extinct language
gtu	aghu1256	Aghu-Tharnggala			Latn	Extinct	4 Extinct	Still	0	1		book1242	No	Extinct language
aga	agua1251	Aguano			Latn	Dormant	4 Extinct	Still	0	1		araw1288	No	Extinct language
aho	ahom1240	Ahom			Ahom	Dormant	3 Endangered	Emerging	0	1		assa1264	Yes, with caveat	Some sources report this as extinct, some as active
abj	akab1249	Aka-Bea				Extinct	4 Extinct	Still	0	1		sout2683	No	Extinct language
akm	akab1248	Aka-Bo				Extinct	4 Extinct	Still	0	1		boca1235	No	Extinct language
aci	akac1240	Aka-Cari				Extinct	4 Extinct	Still	0	1		boca1235	No	Extinct language
akj	akaj1239	Aka-Jeru				Extinct	3 Endangered	Emerging	0	1		jeru1239	Yes, with caveat	Some sources report this as extinct, some as active
akx	akak1252	Aka-Kede				Extinct	4 Extinct	Still	0	1		nort3276	No	Extinct language
aky	akak1253	Aka-Kol				Extinct	4 Extinct	Still	0	1		okol1242	No	Extinct language
ack	akak1251	Aka-Kora				Extinct	4 Extinct	Still	0	1		jeru1239	No	Extinct language
acl	akar1243	Akar-Bale				Extinct	4 Extinct	Still	0	1		sout2683	No	Extinct language
sia	akka1237	Akkala Sami			Cyrl	Dormant	3 Endangered	Emerging	0	1	smi	main1280	Yes, with caveat	Some sources report this as extinct, some as active
aid	alng1239	Alngith			Latn	Extinct	4 Extinct	Still	0	1		leni1237	No	Extinct language
avd	alvi1241	Alviri-Vidari			Arab	Shifting	3 Endangered	Still	0	1		sout3177	Yes	
jks	amam1247	Amami Koniya Sign Language			Zxxx		3 Endangered	Still	0	1		deaf1237	Yes	
ama	aman1266	Amanayé			Latn	Dormant	3 Endangered	Still	0	1		araw1290	Yes, with caveat	Some sources report this as extinct, some as active
amg	amar1271	Amurdak			Latn	Nearly Extinct	3 Endangered	Still	0	1		iwai1246	Yes	
anb	ando1255	Andoa			Latn	Extinct	4 Extinct	Emerging	0	1		arab1396	No	Extinct language
aor	aore1237	Aore			Latn	Extinct	4 Extinct	Still	0	1		sout3339	No	Extinct language
api	apia1248	Apiaká			Latn	Nearly Extinct	3 Endangered	Still	0	1		kawa1296	Yes	
arj	arap1275	Arapaso			Latn	Dormant	3 Endangered	Still	0	1		arap1281	Yes, with caveat	Some sources report this as extinct, some as active
xaj		Ararandewára			Latn		4 Extinct	Still	0	1			No	Extinct language
aea	areb1238	Areba			Latn	Extinct	4 Extinct	Emerging	0	1		ribg1235	No	Extinct language
ait	arik1264	Arikem			Latn	Extinct	4 Extinct	Still	0	1		arik1263	No	Extinct language
aux	aura1243	Aurá				Extinct	4 Extinct	Still	0	1		guaj1260	No	Extinct language
awk	awab1243	Awabakal			Latn	Dormant	3 Endangered	Still	0	1		hunt1235	Yes, with caveat	Some sources report this as extinct, some as active
gwm	awng1245	Awngthim			Latn	Extinct	4 Extinct	Still	0	1		tyan1235	No	Extinct language
axe	ayer1246	Ayerrerenge			Latn	Extinct	4 Extinct	Still	0	1		ande1247	No	Extinct language
bdz	bade1240	Badeshi			Arab	Dormant	3 Endangered	Still	0	1		indo1329	Yes	
jbi	badj1244	Badjiri			Latn	Extinct	4 Extinct	Still	0	1		badj1246	No	Extinct language
bjb	bang1339	Banggarla			Latn	Extinct	3 Endangered	Still	0	1		nort2752	Yes, with caveat	Some sources report this as extinct, some as active
vmb	mbab1239	Barbaram			Latn	Extinct	4 Extinct	Still	0	1		fina1240	No	Extinct language
boi	barb1263	Barbareño				Nearly Extinct	3 Endangered	Emerging	0	1		cent2139	Yes, with caveat	Some sources report this as extinct, some as active
bxo	bari1241	Barikanchi			Latn	Dormant	3 Endangered	Emerging	0	1		haus1258	Yes	
bpt	barr1247	Barrow Point			Latn	Extinct	4 Extinct	Still	0	1		flin1248	No	Extinct language
byg	bayg1239	Baygo				Dormant	3 Endangered	Still	0	1		nyal1252	Yes, with caveat	Some sources report this as extinct, some as active
bxv	bera1261	Berakou			Latn	Extinct	4 Extinct	Emerging	0	1		naba1258	Yes, with caveat	Some sources report this as extinct, some as active
brc	berb1259	Berbice Creole Dutch			Latn	Extinct	4 Extinct	Emerging	0	1		zeeu1239	No	Extinct language
xbp	bibb1234	Bibbulman			Latn	Extinct	4 Extinct	Still	0	1		nyun1247	No	Extinct language
xbe	biga1237	Bigambal			Latn	Extinct	4 Extinct	Still	0	1		yuga1243	No	Extinct language
byb	biky1238	Bikya			Latn	Extinct	4 Extinct	Emerging	0	1		bebo1243	Possibly	Different sources consider this living or extinct
bzr	biri1256	Biri			Latn	Dormant	3 Endangered	Still	0	1		east2716	Yes, with caveat	Some sources report this as extinct, some as active
bwh	bish1246	Bishuo			Latn	Extinct	4 Extinct	Emerging	0	1		sout3152	Possibly	Different sources consider this living or extinct
xbg	bung1264	Bunganditj			Latn	Extinct	4 Extinct	Still	0	1		warr1256	No	Extinct language
caw	call1235	Callawalla	Callawalla		Latn	Dormant	3 Endangered	Still	0	1		quec1390	Yes	
cmt	camt1236	Camtho			Latn	Dormant	3 Endangered	Still	0	1		zulu1249	Yes	
caz	cani1243	Canichana			Latn	Dormant	3 Endangered	Still	0	1			Yes, with caveat	Some sources report this as extinct, some as active
chc	cata1286	Catawba	Iyeye			Nearly Extinct	3 Endangered	Still	0	1		cata1285	Yes, with caveat	Some sources report this as extinct, some as active
cip	chia1262	Chiapanec			Latn	Dormant	3 Endangered	Still	0	1		mang1426	Yes	
myz	clas1253	Classical Mandaic			Mand	Extinct	4 Extinct	Still	0	1		mand1468	Probably not	Historical langauge
csi	coas1301	Coast Miwok				Dormant	3 Endangered	Still	0	1		west2633	Yes, with caveat	Some sources report this as extinct, some as active
coj	coch1272	Cochimi	Tipai		Latn	Dormant	3 Endangered	Still	0	1		coch1276	Yes, with caveat	Some sources report this as extinct, some as active
csz	coos1249	Coos			Latn	Dormant	3 Endangered	Emerging	0	1		coos1248	Yes	
cuy	cuit1236	Cuitlatec			Latn		4 Extinct	Still	0	1			Yes, with caveat	Some sources report this as extinct, some as active
dam	dama1268	Damakawa			Latn	Dormant	3 Endangered	Still	0	1		clel1239	Yes	
dgw	daun1234	Daungwurrung			Latn	Nearly Extinct	3 Endangered	Still	0	1		woiw1237	Yes, with caveat	Some sources report this as extinct, some as active
def	dezf1238	Dezfuli			Arab	Vigorous	3 Endangered	Still	0	1		luri1257	Yes	
xdk	sydn1236	Dharuk			Latn	Extinct	3 Endangered	Still	0	1		sydn1235	Yes, with caveat	Some sources report this as extinct, some as active
dhx	dhun1239	Dhungaloo			Latn	Dormant	3 Endangered	Still	0	1		gure1255	Yes	
dhu	dhur1239	Dhurga			Latn	Extinct	3 Endangered	Still	0	1		nort2761	Yes, with caveat	Some sources report this as extinct, some as active
djf	djan1238	Djangun			Latn	Extinct	4 Extinct	Still	0	1		yala1261	No	Extinct language
djw	djaw1238	Djawi			Latn	Extinct	4 Extinct	Still	0	1		bard1254	No	Extinct language
dze	djiw1241	Djiwarli			Latn	Extinct	4 Extinct	Still	0	1		djiw1240	No	Extinct language
dsk	lush1256	Dokshi			Latn		3 Endangered	Still	0	1		zeem1243	Yes	
dyb	dyab1238	Dyaberdyaber			Latn	Extinct	4 Extinct	Still	0	1		nyul1250	No	Extinct language
err	erre1238	Erre			Latn	Extinct	4 Extinct	Still	0	1		urni1238	No	Extinct language
esh	esht1238	Eshtehardi			Arab	Shifting	3 Endangered	Still	0	1		rama1272	Yes	
ecy	eteo1240	Eteocypriot			Cprt				0	1		uncl1493	Probably not	Historical langauge
ett	etru1241	Etruscan	𐌓𐌀𐌔𐌍𐌀		Ital				0	1			Probably not	Historical langauge
eud	eude1234	Eudeve			Latn		4 Extinct	Still	0	1		opat1247	No	Extinct language
fln	flin1247	Flinders Island			Latn	Extinct	4 Extinct	Still	0	1		flin1248	No	Extinct language
gbw	kabi1260	Gabi-Gabi			Latn	Dormant	3 Endangered	Still	0	1		east2717	Yes	
gcd	gang1267	Ganggalida			Latn	Nearly Extinct	3 Endangered	Still	0	1		sout2758	Yes, with caveat	Some sources report this as extinct, some as active
gll	kala1380	Garlali			Latn	Extinct	4 Extinct	Still	0	1		east2872	No	Extinct language
gez	geez1241	Geez	ግዕዝ		Ethi	Dormant	4 Extinct	Ascending	0	1		ethi1244	Probably not	Historical langauge
gib	giba1240	Gibanawa			Latn	Wider Communication	3 Endangered	Emerging	0	1		haus1258	Yes	
lja	golp1234	Golpa			Latn	Extinct	3 Endangered	Still	0	1		yann1237	Yes, with caveat	Some sources report this as extinct, some as active
xgg	gore1235	Goreng			Latn	Extinct	4 Extinct	Still	0	1		nyun1247	No	Extinct language
goz	goza1238	Gozarkhani				Shifting	3 Endangered	Still	0	1		tati1244	Yes	
gqn	guan1270	Guana (Brazil)			Latn	Dormant	3 Endangered	Still	0	1		tere1279	Yes, with caveat	Some sources report this as extinct, some as active
ggd	guga1239	Gugadj			Latn	Extinct	4 Extinct	Still	0	1		pama1251	No	Extinct language
gdc	gugu1253	Gugu Badhun			Latn	Dormant	3 Endangered	Still	0	1		waru1263	Yes, with caveat	Some sources report this as extinct, some as active
wrw	gugu1256	Gugu Warra			Latn	Extinct	4 Extinct	Still	0	1		unun9964	No	Extinct language
gjm	warr1257	Gunditjmara			Latn	Extinct	4 Extinct	Still	0	1		warr1256	No	Extinct language
xrd	gund1248	Gundungurra			Latn	Extinct	3 Endangered	Still	0	1		nort2760	Yes, with caveat	Some sources report this as extinct, some as active
gyf	gung1248	Gungabula			Latn	Extinct	4 Extinct	Still	0	1		sout2765	No	Extinct language
gyy	guny1241	Gunya			Latn	Extinct	4 Extinct	Still	0	1		marg1252	No	Extinct language
grz	gura1254	Guramalum			Latn		4 Extinct	Still	0	1		mini1257	Yes, with caveat	Some sources report this as extinct, some as active
xgw	guwa1242	Guwa			Latn	Extinct	4 Extinct	Still	0	1		guwa1241	No	Extinct language
gwu	guwa1243	Guwamu			Latn	Extinct	4 Extinct	Still	0	1		sout2765	No	Extinct language
xgm	dhar1248	Guwinmal			Latn	Extinct	3 Endangered	Still	0	1		rock1234	Yes, with caveat	Some sources report this as extinct, some as active
gvy	guya1249	Guyani			Latn	Extinct	4 Extinct	Still	0	1		nort2752	No	Extinct language
hvc	hait1241	Haitian Vodoun Culture Language			Latn	Dormant	3 Endangered	Still	0	1		uncl1493	Yes	
hit	hitt1242	Hittite	𒌷𒉌𒅆𒇷		Xsux				0	1		anat1257	Probably not	Historical langauge
hmv	hmon1332	Hmong Dô			Latn	Vigorous	2 Stable	Still	0	1		unun9990	Yes	
hmf	hmon1263	Hmong Don			Latn	Vigorous	2 Stable	Still	0	1		unun9990	Yes	
huw	huku1237	Hukumina	bahasa Bambaa		Latn	Extinct	4 Extinct	Still	0	1		buru1322	No	Extinct language
ihb	ihab1241	Iha Based Pidgin	bahasa Iha Based Pidgin		Latn	Dormant	3 Endangered	Emerging	0	1		ihab1242	Yes	
ikr	ikar1243	Ikaranggal			Latn	Extinct	4 Extinct	Still	0	1		cent2337	No	Extinct language
jan	jand1248	Jandai			Latn	Extinct	4 Extinct	Still	0	1		yaga1256	No	Extinct language
jvd	javi1237	Javindo			Latn	Dormant	3 Endangered	Emerging	0	1		glob1241	Yes	
juc	jurc1239	Jurchen				Extinct	4 Extinct	Emerging	0	1		manc1250	Probably not	Historical langauge
jut	juti1236	Jutish	Jysk		Latn	Vigorous			0	1		sout3248	Possibly	Some sources consider it a dialect of Danish, some say its an historical language
